World Name: GOOFINDER
Size: 100x60
Tile Count: 6000
Version: 25
Flags: 64
Weather: Base=0, Current=8

--- TILE LIST ---
Index | X, Y | Fg | Bg | Flags | TileFlags | Type | Extra Data
  353 |  53,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  354 |  54,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  355 |  55,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  356 |  56,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  357 |  57,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  358 |  58,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  359 |  59,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  360 |  60,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  361 |  61,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  362 |  62,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  363 |  63,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  364 |  64,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  365 |  65,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  366 |  66,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  367 |  67,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  368 |  68,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  369 |  69,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  370 |  70,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  371 |  71,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  372 |  72,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  373 |  73,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  374 |  74,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  375 |  75,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  376 |  76,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  377 |  77,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  378 |  78,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  379 |  79,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  380 |  80,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  381 |  81,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  382 |  82,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  383 |  83,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  384 |  84,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  385 |  85,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  386 |  86,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  387 |  87,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  388 |  88,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  389 |  89,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  390 |  90,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  391 |  91,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  392 |  92,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  393 |  93,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  394 |  94,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  395 |  95,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  396 |  96,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  397 |  97,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  398 |  98,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  399 |  99,   3 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  400 |   0,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  401 |   1,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  402 |   2,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  403 |   3,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  404 |   4,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  405 |   5,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  406 |   6,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  407 |   7,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  408 |   8,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  409 |   9,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  410 |  10,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  411 |  11,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  412 |  12,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  413 |  13,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  414 |  14,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  415 |  15,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  416 |  16,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  417 |  17,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  418 |  18,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  419 |  19,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  420 |  20,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  421 |  21,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  422 |  22,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  423 |  23,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  424 |  24,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  425 |  25,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  426 |  26,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  427 |  27,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  428 |  28,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  429 |  29,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  430 |  30,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  431 |  31,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  432 |  32,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  433 |  33,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  434 |  34,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  435 |  35,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  436 |  36,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  437 |  37,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  438 |  38,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  439 |  39,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  440 |  40,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  441 |  41,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  442 |  42,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  443 |  43,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  444 |  44,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  445 |  45,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  446 |  46,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  447 |  47,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  448 |  48,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  449 |  49,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  450 |  50,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  451 |  51,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  452 |  52,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  453 |  53,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  454 |  54,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  455 |  55,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  456 |  56,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  457 |  57,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  458 |  58,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  459 |  59,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  460 |  60,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  461 |  61,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  462 |  62,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  463 |  63,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  464 |  64,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  465 |  65,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  466 |  66,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  467 |  67,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  468 |  68,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  469 |  69,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  470 |  70,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  471 |  71,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  472 |  72,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  473 |  73,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  474 |  74,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  475 |  75,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  476 |  76,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  477 |  77,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  478 |  78,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  479 |  79,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  480 |  80,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  481 |  81,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  482 |  82,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  483 |  83,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  484 |  84,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  485 |  85,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  486 |  86,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  487 |  87,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  488 |  88,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  489 |  89,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  490 |  90,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  491 |  91,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  492 |  92,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  493 |  93,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  494 |  94,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  495 |  95,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  496 |  96,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  497 |  97,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  498 |  98,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  499 |  99,   4 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  500 |   0,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  501 |   1,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  502 |   2,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  503 |   3,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  504 |   4,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  505 |   5,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  506 |   6,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  507 |   7,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  508 |   8,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  509 |   9,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  510 |  10,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  511 |  11,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  512 |  12,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  513 |  13,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  514 |  14,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  515 |  15,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  516 |  16,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  517 |  17,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  518 |  18,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  519 |  19,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  520 |  20,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  521 |  21,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  522 |  22,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  523 |  23,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  524 |  24,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  525 |  25,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  526 |  26,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  527 |  27,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  528 |  28,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  529 |  29,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  530 |  30,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  531 |  31,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  532 |  32,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  533 |  33,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  534 |  34,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  535 |  35,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  536 |  36,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  537 |  37,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  538 |  38,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  539 |  39,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  540 |  40,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  541 |  41,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  542 |  42,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  543 |  43,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  544 |  44,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  545 |  45,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  546 |  46,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  547 |  47,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  548 |  48,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  549 |  49,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  550 |  50,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  551 |  51,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  552 |  52,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  553 |  53,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  554 |  54,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  555 |  55,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  556 |  56,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  557 |  57,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  558 |  58,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  559 |  59,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  560 |  60,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  561 |  61,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  562 |  62,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  563 |  63,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  564 |  64,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  565 |  65,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  566 |  66,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  567 |  67,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  568 |  68,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  569 |  69,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  570 |  70,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  571 |  71,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  572 |  72,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  573 |  73,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  574 |  74,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  575 |  75,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  576 |  76,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  577 |  77,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  578 |  78,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  579 |  79,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  580 |  80,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  581 |  81,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  582 |  82,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  583 |  83,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  584 |  84,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  585 |  85,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  586 |  86,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  587 |  87,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  588 |  88,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  589 |  89,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  590 |  90,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  591 |  91,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  592 |  92,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  593 |  93,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  594 |  94,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  595 |  95,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  596 |  96,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  597 |  97,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  598 |  98,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  599 |  99,   5 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  600 |   0,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  601 |   1,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  602 |   2,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  603 |   3,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  604 |   4,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  605 |   5,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  606 |   6,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  607 |   7,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  608 |   8,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  609 |   9,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  610 |  10,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  611 |  11,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  612 |  12,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  613 |  13,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  614 |  14,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  615 |  15,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  616 |  16,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  617 |  17,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  618 |  18,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  619 |  19,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  620 |  20,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  621 |  21,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  622 |  22,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  623 |  23,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  624 |  24,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  625 |  25,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  626 |  26,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  627 |  27,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  628 |  28,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  629 |  29,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  630 |  30,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  631 |  31,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  632 |  32,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  633 |  33,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  634 |  34,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  635 |  35,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  636 |  36,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  637 |  37,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  638 |  38,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  639 |  39,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  640 |  40,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  641 |  41,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  642 |  42,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  643 |  43,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  644 |  44,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  645 |  45,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  646 |  46,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  647 |  47,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  648 |  48,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  649 |  49,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  650 |  50,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  651 |  51,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  652 |  52,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  653 |  53,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  654 |  54,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  655 |  55,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  656 |  56,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  657 |  57,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  658 |  58,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  659 |  59,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  660 |  60,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  661 |  61,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  662 |  62,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  663 |  63,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  664 |  64,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  665 |  65,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  666 |  66,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  667 |  67,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  668 |  68,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  669 |  69,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  670 |  70,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  671 |  71,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  672 |  72,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  673 |  73,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  674 |  74,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  675 |  75,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  676 |  76,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  677 |  77,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  678 |  78,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  679 |  79,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  680 |  80,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  681 |  81,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  682 |  82,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  683 |  83,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  684 |  84,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  685 |  85,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  686 |  86,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  687 |  87,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  688 |  88,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  689 |  89,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  690 |  90,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  691 |  91,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  692 |  92,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  693 |  93,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  694 |  94,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  695 |  95,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  696 |  96,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  697 |  97,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  698 |  98,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  699 |  99,   6 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  700 |   0,   7 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  701 |   1,   7 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  702 |   2,   7 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  703 |   3,   7 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  704 |   4,   7 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  705 |   5,   7 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  706 |   6,   7 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  707 |   7,   7 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
  708 |   8,   7 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
